arcade_addr,rom_addr,role,window,operation_type,execution_class,evidence,safe_to_nop_after_replacement,safe_to_nop_reason,replacement_target,source_origin,patch_status,priority,confidence,notes
0x03B8B4,0x03BAB4,Window pointer setup (lea),D,pointer init,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> instruction 0x03B8B4 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,required_now_frontend,Medium,"Auto-added from full disassembly scan: `lea 0xd00020,%a1` in range `title_init_block`."
0x03B8CC,0x03BACC,Window pointer setup (lea),D,pointer init,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> instruction 0x03B8CC (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,required_now_frontend,Medium,"Auto-added from full disassembly scan: `lea 0xd000e0,%a1` in range `title_init_block`."
0x03B8DC,0x03BADC,Window pointer setup (lea),D,pointer init,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> instruction 0x03B8DC (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,required_now_frontend,Medium,"Auto-added from full disassembly scan: `lea 0xd00128,%a1` in range `title_init_block`."
0x03B8E8,0x03BAE8,Callsite feeding window path: call/jump to 0x03B902,D,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B8E8 -> 0x03B902.,NO,Callsite controls execution of downstream window writer/staging path.,VDP SAT,other,already_patched,required_now_frontend,Medium,"Auto-added callsite from disassembly: `bsrw 0x3b902` Build 171: direct shift-table redirection to genesistan_render_sprites_vdp_bridge (JSR abs.l), no helper chain."
0x03B8F0,0x03BAF0,Callsite feeding window path: call/jump to 0x03B902,D,control/state,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> callsite 0x03B8F0 -> 0x03B902.,NO,Callsite controls execution of downstream window writer/staging path.,VDP SAT,other,already_patched,required_now_frontend,Medium,"Auto-added callsite from disassembly: `bsrw 0x3b902` Build 171: direct shift-table redirection to genesistan_render_sprites_vdp_bridge (JSR abs.l), no helper chain."
0x03B902,0x03BB02,Window pointer setup (lea),D,pointer init,dead_or_retired,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> instruction 0x03B902 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,not_needed,Medium,"Auto-added from full disassembly scan: `lea 0xd00088,%a1` in range `title_init_block`. Build 165: helper entry now replaced with JSR genesistan_hook_frontend_sprite_sat_refresh + RTS. Removed runtime dependency on D00088 helper writes. Build 171: retired from active frontend path; active callsites now redirected directly to genesistan_render_sprites_vdp_bridge via shift-table entries."
0x03B926,0x03BB26,Window pointer setup (lea),D,pointer init,dead_or_retired,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> instruction 0x03B926 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,not_needed,Medium,"Auto-added from full disassembly scan: `lea 0xd00128,%a1` in range `title_init_block`. Build 165: helper entry now replaced with JSR genesistan_hook_frontend_sprite_sat_refresh + RTS. Removed runtime dependency on D00128 helper writes. Build 171: retired from active frontend path; active callsites now redirected directly to genesistan_render_sprites_vdp_bridge via shift-table entries."
0x03B9FE,0x03BBFE,Palette path instruction (lea) referencing CLCS shadow range,none,palette,active_conditional_frontend,genesistan_run_original_frontend_tick() -> 0x03A008 frontend state-machine -> title_init_block -> instruction 0x03B9FE (Palette path instruction (lea) referencing CLCS shadow range).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,palette load,palette buffer,unpatched,required_now_frontend,Medium,"Auto-added from full disassembly scan: `lea 0x200000,%a0` in range `title_init_block`."
0x03BB48,0x03BD48,Table-driven C-window text writer dispatcher: writes tile words and attribute words to C-window nametable (text/HUD layer). Called from multiple state machine paths.,C,direct write,active_conditional_frontend,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> state machine -> BSR 0x03BB48 (called from 0x3B098 area and multiple text-drawing paths).,YES,"Internal write instructions NOPped (0x03BB66, 0x03BB68, 0x03BB74, 0x03BB76). Dispatcher code still runs but produces no output.",VDP nametable write,pointer table,partially_patched,required_now_frontend,High,"CRITICAL GAP: All text writes are silenced. Text overlay (coin msg, GAME OVER, credits, attract mode text) is missing from frontend. Needs opcode_replace of write instructions to emit VDP_setTileMapXY calls. A1 holds target C-window address, D2/D0 hold tile and attr words. [Build 142 repair: required_now because dispatcher remains active while write sites are silenced; must route live text path to Genesis nametable writes.]"
0x03BB66,0x03BD66,"Text writer 0x3BB48 normal-write path: MOVE.W D2,(A1)+ (tile word)",C,direct write,active_conditional_frontend,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> 0x03BB48 -> 0x03BB66 (normal character write loop).,YES,Already NOPped. Must be replaced with VDP nametable write to restore text.,VDP nametable write,pointer table,already_patched,required_now_frontend,High,NOP'd. The key write site for text tile data in 0x3BB48 normal path.
0x03BB68,0x03BD68,"Text writer 0x3BB48 normal-write path: MOVE.W D0,(A1)+ (attr word)",C,direct write,active_conditional_frontend,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> 0x03BB48 -> 0x03BB68 (paired attr write).,YES,Already NOPped.,VDP nametable write,pointer table,already_patched,required_now_frontend,High,NOP'd. Attribute word write paired with 0x03BB66.
0x03BB74,0x03BD74,"Text writer 0x3BB48 space-fill path: MOVE.W D2,(A1)+ (tile attr — inverted text path)",C,direct write,active_conditional_frontend,"genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> 0x03BB48 -> 0x03BB74 (space-fill / inverted render path, D1 holds space char).",YES,Already NOPped.,VDP nametable write,pointer table,already_patched,required_now_frontend,High,NOP'd. Space-fill path of 0x3BB48.
0x03BB76,0x03BD76,"Text writer 0x3BB48 space-fill path: MOVE.W D1,(A1)+ (space char 0x20)",C,direct write,active_conditional_frontend,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> 0x03BB48 -> 0x03BB76.,YES,Already NOPped.,VDP nametable write,pointer table,already_patched,required_now_frontend,High,NOP'd.
0x03C3FE,0x03C5FE,Second C-window text writer: writes character tiles to C-window FG page (0xC08000 area),C,direct write,active_conditional_frontend,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> state machine -> text/score paths -> 0x03C3FE. A1 = 0xC08000 + sub_table_offset.,YES,"Internal writes NOPped (0x03C42A, 0x03C446, 0x03C44A). Silenced.",VDP nametable write,pointer table,already_patched,required_now_frontend,High,"Entry is now direct shift-table JMP to genesistan_hook_text_writer_3c3fe, which translates the 0x03C454 descriptor format into Genesis BG_A nametable writes with tile_cache_get()."
0x03C42A,0x03C62A,"Text writer 0x3C3FE: MOVE.W D7,(A1) — fires first each iteration before char write",C,direct write,dead_or_retired,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> 0x03C3FE -> 0x03C42A.,YES,Already NOPped.,VDP nametable write,pointer table,already_patched,not_needed,High,Superseded by 0x03C3FE entry redirection to genesistan_hook_text_writer_3c3fe; legacy inner C-window write instruction is no longer on active path.
0x03C446,0x03C646,"Text writer 0x3C3FE: MOVE.W D1,(A1) — character tile write path",C,direct write,dead_or_retired,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> 0x03C3FE -> 0x03C446.,YES,Already NOPped.,VDP nametable write,pointer table,already_patched,not_needed,High,Superseded by 0x03C3FE entry redirection to genesistan_hook_text_writer_3c3fe; legacy inner C-window write instruction is no longer on active path.
0x03C44A,0x03C64A,"Text writer 0x3C3FE: MOVE.W #0x20,(A1) — space fill path",C,direct write,dead_or_retired,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> 0x03C3FE -> 0x03C44A.,YES,Already NOPped.,VDP nametable write,pointer table,already_patched,not_needed,High,Superseded by 0x03C3FE entry redirection to genesistan_hook_text_writer_3c3fe; legacy inner C-window write instruction is no longer on active path.
0x03D04C,0x03D24C,Sprite data: MOVE.W D1 to 0xC08C66 (PC080SN sprite data RAM),C,direct write,dead_or_retired,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> frontend state machine -> sprite-related sub-routine -> 0x03D04C.,YES,"Already NOPped (patcher used ROM-form bytes). PC080SN internal RAM, no Genesis mapping.",none,workram,already_patched,not_needed,Medium,"NOP'd. PC080SN sprite attribute RAM at 0xC08C66. [Build 142 repair: patched-out runtime path; retained for traceability, not a live rendering replacement target.]"
0x040000,0x040200,Gameplay loop entry dispatcher root,none,control/state,active_every_frame_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game engine dispatcher root.,NO,Active control/dispatch path; not a direct rendering writer.,none,other,unpatched,not_needed,High,Added for full-game call-chain anchoring. Non-rendering active control/dispatch path; intentionally replacement_target=none. [Validation: non-rendering dispatch/control node; downstream renderer targets are tracked in separate rows.]
0x041BFC,0x041DFC,Window pointer setup (lea),D,pointer init,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> instruction 0x041BFC (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,required_now_gameplay,Medium,"Auto-added from full disassembly scan: `lea 0xd00460,%a0` in range `game_engine_040000`."
0x041DAE,0x041FAE,D-window object writer: writes sprite data from A5+0x508 to PC090OJ D00000 region (multiple blocks),D,copy,active_conditional_frontend,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> state machine -> sprite dispatch -> JSR 0x041DAE. Now RTS'd at entry.,YES,RTS'd at entry. render_frontend_sprite_layer() handles all sprite output via direct VDP SAT writes.,VDP SAT,workram,already_patched,not_needed,High,"RTS bypass removed. Entry now uses direct shift-table JMP to genesistan_render_sprites_vdp (Genesis SAT path, no D-window dependency)."
0x041DB2,0x041FB2,Window pointer setup (lea),D,pointer init,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> instruction 0x041DB2 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,required_now_gameplay,Medium,"Auto-added from full disassembly scan: `lea 0xd001c8,%a1` in range `game_engine_040000`."
0x041DEC,0x041FEC,Window pointer setup (lea),D,pointer init,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> instruction 0x041DEC (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,required_now_gameplay,Medium,"Auto-added from full disassembly scan: `lea 0xd00300,%a1` in range `game_engine_040000`."
0x041E2A,0x04202A,Window pointer setup (lea),D,pointer init,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> instruction 0x041E2A (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,required_now_gameplay,Medium,"Auto-added from full disassembly scan: `lea 0xd00460,%a1` in range `game_engine_040000`."
0x041E7A,0x04207A,Window pointer setup (lea),D,pointer init,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> instruction 0x041E7A (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,required_now_gameplay,Medium,"Auto-added from full disassembly scan: `lea 0xd00170,%a1` in range `game_engine_040000`."
0x041F0E,0x04210E,Gameplay frame task dispatcher: enters gameplay update stack and calls 0x5100A each frame,none,control/state,active_every_frame_gameplay,gameplay loop entry 0x040000 -> gameplay dispatcher -> 0x041F0E -> JSR 0x5100A.,NO,Dispatcher root; required to reach gameplay HUD render staging paths.,none,other,unpatched,not_needed,High,Control dispatcher only; non-rendering by itself. [Validation: non-rendering dispatch/control node; downstream renderer targets are tracked in separate rows.]
0x041F30,0x042130,Callsite feeding window path: call/jump to 0x055AB4,C,control/state,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> callsite 0x041F30 -> 0x055AB4.,NO,Callsite controls execution of downstream window writer/staging path.,VDP scroll write,other,partially_patched,required_now_gameplay,Medium,Auto-added callsite from disassembly: `jsr 0x55ab4`
0x041F4A,0x04214A,Callsite feeding window path: call/jump to 0x041F5E,D,control/state,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> callsite 0x041F4A -> 0x041F5E.,NO,Callsite controls execution of downstream window writer/staging path.,VDP SAT,other,partially_patched,required_now_gameplay,Medium,Auto-added callsite from disassembly: `bsrw 0x41f5e`
0x041F4A,0x04214A,Sprite helper callsite: BSR 0x41F5E inside sprite dispatch helper 0x41F30.,D,staging,active_conditional_gameplay,genesistan_run_original_frontend_tick -> frontend state paths -> helper 0x41F30 -> BSR 0x41F5E at 0x41F4A. Also reachable in full-game via gameplay loop entry 0x040000 (game_engine_040000).,NO,Branch point in live sprite helper flow; replacement requires equivalent SAT descriptor handling.,VDP SAT,workram,partially_patched,required_now_gameplay,Medium,Build 142 repair add: D-window-adjacent active helper callsite.
0x041F54,0x042154,Sprite helper conditional dispatch: BEQ 0x45DFA from helper after 0x41F5E.,D,control/state,active_conditional_gameplay,genesistan_run_original_frontend_tick -> helper 0x41F30 -> 0x41F4A/0x41F54 conditional branch to 0x45DFA. Also reachable in full-game via gameplay loop entry 0x040000 (game_engine_040000).,NO,Controls live branch between sprite writer variants.,VDP SAT,workram,unpatched,required_now_gameplay,Medium,Build 142 repair add: missing active D-window branch control coverage.
0x041F58,0x042158,Callsite feeding window path: call/jump to 0x041DAE,D,control/state,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> callsite 0x041F58 -> 0x041DAE.,NO,Callsite controls execution of downstream window writer/staging path.,VDP SAT,other,partially_patched,required_now_gameplay,Medium,Auto-added callsite from disassembly: `bsrw 0x41dae`
0x041F58,0x042158,Sprite helper callsite: BSR 0x41DAE from helper (alternate sprite writer branch).,D,copy,active_conditional_gameplay,genesistan_run_original_frontend_tick -> helper 0x41F30 -> BSR 0x41DAE at 0x41F58 when BEQ 0x45DFA not taken. Also reachable in full-game via gameplay loop entry 0x040000 (game_engine_040000).,NO,Active branch in live sprite helper flow.,VDP SAT,workram,partially_patched,required_now_gameplay,Medium,Build 142 repair add: missing active D-window callsite coverage.
0x041F5E,0x04215E,D-window sprite copy: copies sprite attrs from A5+0x11B2 (18 entries) and A5+0x0170 (4 entries) to D003C0 / D002E0,D,copy,active_conditional_frontend,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> state machine -> sprite dispatch -> JSR 0x041F5E. Now RTS'd at entry.,YES,"RTS'd at entry. render_frontend_sprite_layer() uses same workram blocks (A5+0x11B2, A5+0x0170) directly.",VDP SAT,workram,already_patched,not_needed,High,"RTS bypass removed. Entry now uses direct shift-table JMP to genesistan_render_sprites_vdp (Genesis SAT path, no D-window dependency)."
0x041F64,0x042164,Window pointer setup (lea),D,pointer init,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> instruction 0x041F64 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,required_now_gameplay,Medium,"Auto-added from full disassembly scan: `lea 0xd003c0,%a1` in range `game_engine_040000`."
0x041F6A,0x04216A,Callsite feeding window path: call/jump to 0x041F7A,D,control/state,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> callsite 0x041F6A -> 0x041F7A.,NO,Callsite controls execution of downstream window writer/staging path.,VDP SAT,other,partially_patched,required_now_gameplay,Medium,Auto-added callsite from disassembly: `bsrw 0x41f7a`
0x041F74,0x042174,Window pointer setup (lea),D,pointer init,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> instruction 0x041F74 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,required_now_gameplay,Medium,"Auto-added from full disassembly scan: `lea 0xd002e0,%a1` in range `game_engine_040000`."
0x041F7A,0x04217A,Sprite descriptor copy loop inside 0x41F5E: copies 4 words per descriptor from A0 blocks to D003C0/D002E0 targets.,D,staging,dead_or_retired,Reached from 0x41F5E body after LEA A5+0x11B2/A5+0x0170; currently unreachable in patched build because 0x41F5E entry RTS.,YES,Loop is unreachable with current entry RTS patch; retained as descriptor semantics reference.,VDP SAT,workram,already_patched,later_gameplay,High,Build 142 repair add: explicit descriptor staging loop coverage for sprite planning.
0x044862,0x044A62,Gameplay callsite: JSR 0x03B726 score/lives HUD update trigger,D,control/state,active_conditional_gameplay,gameplay loop entry 0x040000 -> 0x041F0E -> gameplay object logic block (0x044862) -> JSR 0x03B726.,NO,Callsite activates HUD number/lives update path into D-window descriptors.,VDP SAT,workram,unpatched,required_now_gameplay,High,Distinct gameplay callsite retained separately per dedup rule.
0x044874,0x044A74,Gameplay callsite: JSR 0x03B726 score/lives HUD update trigger,D,control/state,active_conditional_gameplay,gameplay loop entry 0x040000 -> 0x041F0E -> gameplay object logic block (0x044874) -> JSR 0x03B726.,NO,Callsite activates HUD number/lives update path into D-window descriptors.,VDP SAT,workram,unpatched,required_now_gameplay,High,Distinct gameplay callsite retained separately per dedup rule.
0x0448E4,0x044AE4,Gameplay callsite: JSR 0x03B726 score/lives HUD update trigger,D,control/state,active_conditional_gameplay,gameplay loop entry 0x040000 -> 0x041F0E -> gameplay object logic block (0x0448E4) -> JSR 0x03B726.,NO,Callsite activates HUD number/lives update path into D-window descriptors.,VDP SAT,workram,unpatched,required_now_gameplay,High,Distinct gameplay callsite retained separately per dedup rule.
0x045DAE,0x045FAE,Palette path instruction (lea) referencing CLCS shadow range,none,palette,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> instruction 0x045DAE (Palette path instruction (lea) referencing CLCS shadow range).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,palette load,palette buffer,unpatched,required_now_gameplay,Medium,"Auto-added from full disassembly scan: `lea 0x200000,%a1` in range `game_engine_040000`."
0x045DFA,0x045FFA,D-window alternate sprite writer: writes sprites from A5+0x5C8 / A5+0x748 to D00460 / D00170,D,copy,active_conditional_frontend,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> state machine -> alternate sprite dispatch -> JSR 0x045DFA. Now RTS'd at entry.,YES,RTS'd at entry. Sprites handled by render_frontend_sprite_layer().,VDP SAT,workram,already_patched,not_needed,High,"RTS bypass removed. Entry now uses direct shift-table JMP to genesistan_render_sprites_vdp (Genesis SAT path, no D-window dependency)."
0x045DFE,0x045FFE,Window pointer setup (lea),D,pointer init,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> instruction 0x045DFE (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,required_now_gameplay,Medium,"Auto-added from full disassembly scan: `lea 0xd00460,%a1` in range `game_engine_040000`."
0x045E44,0x046044,Window pointer setup (lea),D,pointer init,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> instruction 0x045E44 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,required_now_gameplay,Medium,"Auto-added from full disassembly scan: `lea 0xd00170,%a1` in range `game_engine_040000`."
0x045E80,0x046080,Window pointer setup (lea),D,pointer init,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> instruction 0x045E80 (Window pointer setup (lea)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,required_now_gameplay,Medium,"Auto-added from full disassembly scan: `lea 0xd00300,%a1` in range `game_engine_040000`."
0x046AAC,0x046CAC,Gameplay callsite: JSR 0x03B726 score/lives HUD update trigger,D,control/state,active_conditional_gameplay,gameplay loop entry 0x040000 -> 0x041F0E -> gameplay object logic block (0x046AAC) -> JSR 0x03B726.,NO,Callsite activates HUD number/lives update path into D-window descriptors.,VDP SAT,workram,unpatched,required_now_gameplay,High,Distinct gameplay callsite retained separately per dedup rule.
0x0503DC,0x0505DC,Callsite feeding window path: call/jump to 0x055904,C,control/state,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> callsite 0x0503DC -> 0x055904.,NO,Active control/dispatch path; not a direct rendering writer.,none,other,partially_patched,not_needed,Medium,Auto-added callsite from disassembly: `bsrw 0x55904` Non-rendering active control/dispatch path; intentionally replacement_target=none. [Validation: non-rendering dispatch/control node; downstream renderer targets are tracked in separate rows.]
0x0503EC,0x0505EC,Pointer init: MOVE.L #0xC08000 to abs(0x10D0A0) — stores FG-page base into workram row-ptr slot,C,pointer init,init_only,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> game init path (called from title init sequence) -> 0x0503EC.,YES,Already NOPped. Tilemap rendering no longer uses these workram row pointers; hooks read ROM directly.,none,other,already_patched,not_needed,High,NOP'd. Part of broken workram row-ptr chain superseded by Build 140 direct ROM read.
0x0503F6,0x0505F6,Pointer init: MOVE.L #0xC00000 to abs(0x10D0F8) — stores BG-page base into workram row-ptr slot,C,pointer init,init_only,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> game init path -> 0x0503F6.,YES,Already NOPped.,none,other,already_patched,not_needed,High,NOP'd.
0x050400,0x050600,Pointer init: MOVE.L #0xC08000 to abs(0x10D0A4) — duplicate FG-page store,C,pointer init,init_only,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> game init -> 0x050400.,YES,Already NOPped.,none,other,already_patched,not_needed,High,NOP'd. Duplicate of 0x0503EC.
0x05040C,0x05060C,Pointer init: MOVE.L #0xC00000 to abs(0x10D0F8) — duplicate BG-page store,C,pointer init,init_only,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> game init -> 0x05040C.,YES,Already NOPped.,none,other,already_patched,not_needed,High,NOP'd. Duplicate of 0x0503F6.
0x050416,0x050616,Pointer init: MOVE.L #0xC08000 to abs(0x10D0A0) — 3rd duplicate FG-page store,C,pointer init,init_only,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> game init -> 0x050416.,YES,Already NOPped.,none,other,already_patched,not_needed,High,NOP'd.
0x050420,0x050620,"Pointer init: MOVE.L #0xC0BF00 into D0, MOVE.L D0 to abs(0x10D0A4) — advanced FG-page store",C,pointer init,init_only,genesistan_run_original_frontend_tick() [startup_trampoline.s] -> JMP 0x03A208 (arcade 0x03A008) -> arcade frontend state machine -> game init -> 0x050420.,YES,Already NOPped.,none,other,already_patched,not_needed,High,NOP'd.
0x050434,0x050634,Callsite feeding window path: call/jump to 0x055948,C,control/state,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> callsite 0x050434 -> 0x055948.,NO,Active control/dispatch path; not a direct rendering writer.,none,other,partially_patched,not_needed,Medium,Auto-added callsite from disassembly: `bsrw 0x55948` Non-rendering active control/dispatch path; intentionally replacement_target=none. [Validation: non-rendering dispatch/control node; downstream renderer targets are tracked in separate rows.]
0x0504A2,0x0506A2,Health init writer: sets energy baseline A5@(0x013A)=0x3000,none,staging,active_conditional_gameplay,gameplay loop entry 0x040000 -> gameplay engine flow -> 0x0504A2 updates health source word (cheat anchor 0x10C13A).,NO,Feeds live health-bar renderer via A5@(0x013A).,VDP SAT,workram,unpatched,required_now_gameplay,High,Cheat anchor energy byte 0x10C13A maps to this health word domain.
0x0504F2,0x0506F2,Health refill writer: adds 0x0C00 to A5@(0x013A),none,staging,active_conditional_gameplay,gameplay loop entry 0x040000 -> gameplay engine update -> 0x0504F2 modifies health source consumed by 0x5A098.,NO,Feeds health-bar segment generation path.,VDP SAT,workram,unpatched,required_now_gameplay,High,Backward trace from cheat energy anchor includes this modifier.
0x05100A,0x05120A,"Gameplay HUD/system update hub: calls health bar builder (0x5A098), item icon builder (0x59F92), and gameplay systems that feed HUD/sprite rendering",both,control/state,active_every_frame_gameplay,"gameplay loop entry 0x040000 -> 0x041F0E -> JSR 0x5100A; within 0x5100A path calls 0x5A098, 0x59F92, 0x54A2C, 0x55650, 0x59DE8.",NO,Central gameplay update dispatcher and source of active HUD rendering feeds.,none,other,unpatched,not_needed,High,Non-rendering dispatcher; included to prove call-chain roots for health/lives/icons/palette updates. [Validation: non-rendering dispatch/control node; downstream renderer targets are tracked in separate rows.]
0x051054,0x051254,Health render callsite: JSR 0x5A098 from gameplay HUD update hub,D,control/state,active_every_frame_gameplay,gameplay loop entry 0x040000 -> 0x041F0E -> 0x5100A -> 0x051054 -> JSR 0x5A098.,NO,Primary callsite that drives live health HUD rendering each gameplay frame.,VDP SAT,workram,unpatched,required_now_gameplay,High,Forward path from health anchor reaches sprite descriptor generation here.
0x051060,0x051260,Gameplay item-icon render callsite: JSR 0x59F92,D,control/state,active_every_frame_gameplay,gameplay loop entry 0x040000 -> 0x041F0E -> 0x5100A -> 0x051060 -> JSR 0x59F92.,NO,Primary per-frame callsite generating item/status icon descriptors.,VDP SAT,workram,unpatched,required_now_gameplay,High,Forward trace from item state dispatcher to render staging.
0x0510EA,0x0512EA,Direct window write (movew),D,direct write,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> instruction 0x0510EA (Direct window write (movew)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,required_now_gameplay,Medium,"Auto-added from full disassembly scan: `movew #2,0xd00698` in range `game_engine_040000`."
0x0510F4,0x0512F4,Direct window write (movew),D,direct write,active_conditional_gameplay,gameplay loop entry 0x040000 (game_engine_040000) -> game_engine_040000 -> instruction 0x0510F4 (Direct window write (movew)).,YES,Direct window/palette behavior is replaced by target hardware path once replacement is complete.,VDP SAT,other,partially_patched,required_now_gameplay,Medium,"Auto-added from full disassembly scan: `movew #0,0xd00698` in range `game_engine_040000`."
